ID,ProjectID,Visible By,Contract,Title,Client Ministry,Impact On,RAID Tracking ID,Status,Owner,Category,Description,Probability number,Probability,Impact,Impact On.1,Mitigation Plan,Assigned To,Raised By,Created,Created By,Modified,Modified By,ProjectName,Stream,Zone,Escalation Level,owning team,committee Assigned
39,EP100046,GMCB,LMRN,Risk to AD scheduling due to Equipment Delivery timelines as per RFC/PCRs status ,GMCB,Scheduling,PWA,Closed,"Shaikh, Masroor (SOLGEN)",Planning,"If training equipment (and operational equipment) do not arrive in time, end-user training will be delayed which will delay AD deployment. Currently BMR indicates 2 months for delivery, but it is not clear when that clock starts and whether or not it includes BMR activities such as assembly, asset tagging and management, configuration and programming, and shipping to the ministries. The PCR submitted late August / early September has still not resulted in an actual order; other ministries (except the OPP) have not even resulted in a PCR so will be well behind.",0.8,High=3,Low=1,Scheduling,?Closure comments - a part of contruct negociation scope. AD stream considering a 'straight to RFC/order' process to risk manage.,"Maksimenko, Alexander (SOLGEN)",,11/18/2020 13:17,"Maksimenko, Alexander (SOLGEN)",1/20/2022 8:56,"Maksimenko, Alexander (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 1,AD/SS,Delivery Team- Deployment
40,EP100046,GMCB,LMRN,"IF BMR sub Violin doesn't add more resources to attend site visits, THEN Violin wouldn't be able to attend all proposed AD site visits. ",GMCB,Site Visits, MOH-H-R29,Closed,"Westby, Wayne (SOLGEN)",Schedule,"IF BMR sub Violin doesn't add more resources to attend site visits, THEN Violin wouldn't be able to attend all proposed AD site visits.",0.5,Medium=2,Medium=2,Site Visits,1. Advise BMR to onboard more subs - COMPLETE 2. Get a confirmation from BMR that Violin added resources to their team - COMPLETE 3. Help BMR subs to speed-up their security clearance aplication process - ONGOING,"Sheikh, Mohamed (SOLGEN)",GMCB,12/2/2020 9:54,"Maksimenko, Alexander (SOLGEN)",5/28/2021 10:47,"Westby, Wayne (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 3,AD/SS,Delivery Team- Deployment
41,EP100046,GMCB,LMRN,"If BMR does not clarify their stand on Polyphaser grounding for MTO-Patrol Yards SDD, then SDD template cannot be finalized, resulting in delay of Site Revisit, SDD approval and overall delay in Advance Deployment.",GMCB,Site Design,MTOPHM-R12,Closed,"Zaniewski, Martin (SOLGEN)",Approvals and Agreements,"Language on Polyphaser grounding and BMR for Patrol Yards SDD status is unclear, lack of response from BMR on this topic.",0.8,High=3,Low=1,Site Design,,"Martin, Liza (SOLGEN)",Purvesh Bhavsar,12/2/2020 10:45,"Maksimenko, Alexander (SOLGEN)",12/4/2020 8:12,"Maksimenko, Alexander (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 1,AD/SS,Delivery Team- Deployment
42,EP100046,GMCB,LMRN,"If security clearance for Mobia resource (James F) is not completed on/before December 11,  then specific site visits schedule for the week of December 14 will be impacted (Hamilton, Geo, Miss) .",GMCB,Scheduling,MOH-A-R32,Closed,"Zaniewski, Martin (SOLGEN)",Approvals and Agreements,"Security clearance for Mobia resource (James F) remains in progress which endanger the week of December 14 (Hamilton, Geo, Mississauga).",0.9,High=3,Low=1,Scheduling,Escalate security clearance process Engage AD  Work with Mobia vendor,"Westby, Wayne (SOLGEN)",Mohamed Sheikh,12/9/2020 11:29,"Maksimenko, Alexander (SOLGEN)",1/8/2021 10:13,"Maksimenko, Alexander (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
43,EP100046,GMCB,LMRN,"If BMR is unable to present an acceptable approach for addressing resource challenges, then site visit schedule is may be delayed/impacted for Wallaceburg and Niagara.",GMCB,Scheduling,MOH-A-R27,Closed,"Zaniewski, Martin (SOLGEN)",Resources,16-Apr-2021: Item is no longer impacting schedule - closing  GMCB still looking for an acceptable approach from BMR for addressing resource challenges. The site visit schedule is may be delayed/impacted for Wallaceburg and Niagara.,0.8,High=3,Medium=2,Scheduling,1. Acquire security cleared resources that have ambulance experience  2. Use Wallaceburg sites with existing base designs as a QA/training opportunity for new resources   3. Send BMR resources to do site visits,"Westby, Wayne (SOLGEN)",Mohamed Sheikh,12/9/2020 11:43,"Maksimenko, Alexander (SOLGEN)",4/16/2021 11:33,"Westby, Wayne (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
44,EP100046,GMCB,LMRN,Risk to MNRF sites visit start due to re-design approval delay as per RFC/PCRs.,GMCB,Site Visits,MNRF-U-R10,Closed,"Topic, Katie (SOLGEN)",Project Management,"If site re-design approval delayed due to PCR-89 status, then MNRF site visits start will be impacted.",0.7,Medium=2,Low=1,Site Visits,PCR-089 has been identified as an AD impacting PCR which needs to be moved forward as an RFC (flagged for DSC),"Al Saffar, Mustafa (SOLGEN)",Mustafa AlSaffar,12/23/2020 10:19,"Maksimenko, Alexander (SOLGEN)",10/27/2021 15:22,"Maksimenko, Alexander (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
45,EP100046,GMCB,LMRN,Budget shortage for new conduit cost for fibre connectivity into communication centres,GMCB,Scheduling,PWA,Closed,"Calabrese, Tania (SOLGEN)",Financial,IF Government is responsible for the new conduit cost for fibre connectivity into communication centres THEN implementation delays are expected due to possible budget gaps.,0.75,Medium=2,Low=1,Scheduling,"Feb 24, 2022 AM: on hold pending a status re-evaluation post contruct update.  Seeking contingency funding or SLA relief with BMR.","Nyman, Ed (SOLGEN)",,1/6/2021 13:51,"Maksimenko, Alexander (SOLGEN)",7/13/2022 14:18,"Nyman, Ed (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 1,AD/SS,Delivery Team- Deployment
46,EP100046,GMCB,LMRN,Risk to MOH SWZ Comm Center design readiness due to late BMR request on existing sites documentation.,GMCB,Site Design,PWA,Closed,"Zaniewski, Martin (SOLGEN)",Technical,IF technical documentation is not available for MOH tower sites at CACCs then Comm Center design readiness and overall schedule will be impacted.,0.25,Low=1,High=3,Site Design,"May 14, 2021: The site designs are currently being reviewed and GMCB will have an update on Monday.  This risk will be closed now - it was for the tower sites and Bell said that they would manage it internally.  25-Jan-2021: Provided BMR with the as-built for those sites. For the geotechnical reports, Henry updated BMR on our call last Friday that MOH does not have these reports available ÃÂ Juo said that they would reassess and explore possible workarounds.  Jan 15: GMCB to discuss with MOH options available.","Westby, Wayne (SOLGEN)",,1/15/2021 11:03,"Maksimenko, Alexander (SOLGEN)",5/14/2021 16:02,"Westby, Wayne (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 3,AD/SS,Delivery Team- Deployment
47,EP100046,GMCB,LMRN,Ministry (end user) training strategies,GMCB,Training,PWA,Closed,"Nyman, Ed (SOLGEN)",Training,"If ministries do not have adequate training strategies in place, the end user training could be of low quality or delayed, impacting the AD and other schedules and delivery quality as well as project reputation (note that the ministry training strategies are a ministry deliverable that we monitor but cannot control).",0.67,Medium=2,Low=1,Training,,"Nyman, Ed (SOLGEN)",Ed Nyman,1/25/2021 12:27,"Nyman, Ed (SOLGEN)",8/19/2021 9:56,"Nyman, Ed (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
48,EP100046,GMCB,LMRN,Delivery of training (and operational) equipment - impact on end user training,GMCB,Training,PWA,Closed,"Calabrese, Tania (SOLGEN)",Training,"IF training equipment is not delivered early enough, THEN ministry end-user training will be delayed, causing a delay in Advanced Deployment and generally across the project.",0.75,Medium=2,Low=1,Training,"Part of contract negotiation scope. Given current PCR process, very little mitigation seems available","Nyman, Ed (SOLGEN)",Ed Nyman,1/25/2021 12:30,"Nyman, Ed (SOLGEN)",7/18/2022 11:41,"Nyman, Ed (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 1,AD/SS,Delivery Team- Deployment
50,EP100046,GMCB,LMRN,Lack of detail in Comm Center schedule and planning,GMCB,Scheduling,PWA,Closed,"Zaniewski, Martin (SOLGEN)",Planning,"If BMR does not provide adequate planning details (beyond a few high level milestones), GMCB (and most likely BMR as well) will not have enough information to properly assess and monitor the planning and execution and comm center buildouts could be delayed as a result.",0.75,Medium=2,Medium=2,Scheduling,Working with BMR to develop a more detailed planning process; assigning a GMCB PM lead to work more closely with the BMR lead.,"Nyman, Ed (SOLGEN)",Martin Zaniewski,1/27/2021 17:53,"Nyman, Ed (SOLGEN)",8/13/2021 11:55,"Nyman, Ed (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
52,EP100046,GMCB,LMRN,GDC Training Lab availability,GMCB,Training,PWA,Closed,"Zaniewski, Martin (SOLGEN)",Training,"If the GDC training lab is not available in time and if the consoles become unavailable at key points during training material development (because they are being moved), BMR has indicated they will not be able to develop training materials for console training and TtT may be delayed for key ministries such as MOH and OPP.",0.8,High=3,Low=1,Training,"GMCB is trying to establish what the actual schedule is (currently indicate backroom by May and training room in June) but it is not clear when the main floor room will become unavailable. BMR indicates they do not have other options (console at Belfield, for example, does not have enough of the LMRN-specific capabilities)","Nyman, Ed (SOLGEN)",Ed Nyman,3/9/2021 10:23,"Nyman, Ed (SOLGEN)",8/13/2021 12:00,"Nyman, Ed (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
53,EP100046,GMCB,LMRN,Risk to AD installation schedule due to unclear status of DARTA company status involvement.,GMCB,UE Installation,PWA,Open,"Zaniewski, Martin (SOLGEN)",Resources,"IF the OPS arrangement with DARTA (a vehicle uplift company) requires that DARTA be involved in or perform installations with MTO-ENF or MNRF-ENF vehicles, the AD Schedule and its assumptions will be impacted.",0.7,Medium=2,Medium=2,UE Installation,"Recommended steps: 1) Priortize the VOR scope, validate our ministry partners (MTO-ENF and LRC) requirements (Bill/AD - AD stream) to confirm that they have a NEW requirement to have antennas/mounts/installations to occur at DARTA.
 2) We need to clearly understand 1) Ministry requiremenst 2) LMRN requirements and their matching to #1.
The proposal for risk details discovery phase - a site visit to DARTA by our resident expert Alex and Walter(BMR) within  permissible Covid-19 safety protocols subject to approvals and DARTA schedule, Brian Bethune will be happy to arrange it. the next steps will be dependiong on it.","Rodrigues, Deryk (SOLGEN)",Alexander Maksimenko,3/19/2021 17:58,"Maksimenko, Alexander (SOLGEN)",4/16/2021 11:30,"Maksimenko, Alexander (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 3,AD/SS,Delivery Team- Deployment
54,EP100046,GMCB,LMRN,Potential impact to installation duration and/or GPC performance due to improper antenna cable termination,GMCB,Vehicle Installation,PWA,Closed,"Zaniewski, Martin (SOLGEN)",Quality,"If BMR contractor does not perform the Antenna Cable termination in the field properly, then installation duration may increase under certain circumstances and/or poor GPS performance",0.35,Low=1,Low=1,Vehicle Installation,"Installation guide to be updated for BMR to educate installers and ensure connectors are properly crimped in the field for avoiding damaged connectors, increased installation duration and poor GPS performance","Maksimenko, Alexander (SOLGEN)",,4/28/2021 10:13,"Maksimenko, Alexander (SOLGEN)",3/21/2022 12:16,"Maksimenko, Alexander (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 3,AD/SS,Delivery Team- Deployment
55,EP100046,GMCB,LMRN,"If greater clarity is not reached on the MOH training strategy, AD timelines, and whether console training must be part of the SU training (we are now hearing it is not but this is not confirmed), then executing TtT for MOH may be delayed",GMCB,Training,PWA,Closed,"Edworthy, Shelley (SOLGEN)",Training,"Considerable uncertain exists around multiple training dependencies, including training equipment arrival, confirmation of recent decision to NOT include console training with SU TtT (and end user training), insight into MOH's end user training strategy, and the actual AD deployment schedule. Without clarity on these, MOH TtT may be delayed which will delay end user training and, thus, Advanced Deployment",0.9,High=3,Low=1,Training,GMCB is working with Bell and MOH to prepare the TtT material and achieve clarity on the other items.,"Nyman, Ed (SOLGEN)","Nyman, Ed",5/3/2021 11:14,"Nyman, Ed (SOLGEN)",8/13/2021 11:54,"Nyman, Ed (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
56,EP100046,GMCB,LMRN,Risk of additional cost on sites design due to grounding changes and associated sites revisits.,GMCB,Site Design,PWA,Open,"Eckert, Tejal (SOLGEN)",Financial,If BMR would request to cover additional charges associated to grounding design changes or sites revisits then GMCB should provide additional source of funding.,0.4,Medium=2,Medium=2,Site Design,Seek additional finding upon BMR reimbursement cost request.,"Bastarache, Sue (SOLGEN)",,5/3/2021 12:39,"Maksimenko, Alexander (SOLGEN)",9/23/2022 14:43,"Calabrese, Tania (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
57,EP100046,GMCB,LMRN,"IF ABCA changes to existing infrastructure or acquiring additional licenses are a constraint for advanced deployment, then ABCA AD options are not feasible.",GMCB,Planning,MOH-A-R150,Closed,"Zaniewski, Martin (SOLGEN)",Planning,Advanced deployment of ABCA requires confirmation that the cores and consoles can support additional talk group IDs (unique ranges and bandwidth) / licences.  If this cannot be accomodated then ABCA can't be advanced deployed.,0,Low=1,High=3,Planning,,"Maksimenko, Alexander (SOLGEN)",Mohamed Sheikh,5/13/2021 13:23,"Maksimenko, Alexander (SOLGEN)",5/13/2021 14:33,"Westby, Wayne (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 3,AD/SS,Delivery Team- Deployment
58,EP100046,GMCB,LMRN,"IF ground rod that is used for bonding or if suitable ground location cannot be located, then revisit may be required to select bond/ground point.",GMCB,Planning,MOH-A-R152,Closed,"Zaniewski, Martin (SOLGEN)",Planning,"The previously communicated approach was that where possible Bell would provide an external ground rod to ground the antenna. GMCB and BMR are proposing to no longer provide external ground rod. Instead, antenna will be bonded to building ground. If location cannot be found, remediation may be required.  Note: there is no impact to any antenna installations that were planned to tie into existing rooftop grounding rigs.",0.5,Medium=2,Low=1,Planning,"Work with BMR to document grounding approach.
Review approach with Ministry PartnerÃÂ 
Mitigate revisits by leveragingÃÂ existing data collected from site visits toÃÂ validate new approach","Sheikh, Mohamed (SOLGEN)",Mohamed Sheikh ,5/13/2021 13:34,"Maksimenko, Alexander (SOLGEN)",5/14/2021 11:45,"Maksimenko, Alexander (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 1,AD/SS,Delivery Team- Deployment
59,EP100046,GMCB,LMRN,"IF install guide is not shared in advance of site designs review/approval, then site design approval may be delayed.",GMCB,Site Design,MOH-A-R153,Closed,"Zaniewski, Martin (SOLGEN)",Planning,"Install guide has key information regarding how the design will be implemented at the site. The design isÃÂ high level and does not delve into things like:ÃÂ how to run cables, securing cables, drilling / filling holes, caulking, water seal etc.ÃÂ This information is important to stakeholders that will be approving request.",0.5,Medium=2,Low=1,Site Design,Work with BMR to document high level install guide,"Maksimenko, Alexander (SOLGEN)",mohamed sheikh,5/13/2021 13:43,"Maksimenko, Alexander (SOLGEN)",7/13/2022 14:15,"Maksimenko, Alexander (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
60,EP100046,GMCB,LMRN,Linking to the closest trunked site may impact towers at some Park sites.,GMCB,Site Design,PWA,Monitoring,"Farah, Aziz (SOLGEN)",Technology,If linking to the closest trunked site impacts towers then site solution quality would be impacted. (particularly where long distances are involved),0.8,High=3,Medium=2,Site Design,,"Farah, Aziz (SOLGEN)",Aziz Farah,5/26/2021 9:51,"Maksimenko, Alexander (SOLGEN)",1/20/2022 9:08,"Maksimenko, Alexander (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
61,EP100046,GMCB,LMRN,Grounding Design Changes ÃÂ Cost of Revisit,GMCB,Site Design,PWA,Closed,"Zaniewski, Martin (SOLGEN)",Approvals and Agreements,"If sites revisit is required due to the site grounding design change to where the subcontractor is not sure that the new bonding location/grounding point is viable or sufficient. move the antenna, then Bell will be seeking reimbursement of these costs.",0.75,Medium=2,Medium=2,Site Design,"Aug 12-21: Grounding specification to support decisions required is in work by BMR.
Jun 17-21: next steps pending MPs decision.
Jun 3-21: to be confirm upon receiving MP decisions. GMCB has presented options analysis and expecting to obtain Ministry Partners decision on option A or option B.","Maksimenko, Alexander (SOLGEN)",,5/28/2021 11:10,"Maksimenko, Alexander (SOLGEN)",1/21/2022 10:52,"Maksimenko, Alexander (SOLGEN)",PSRN WS-7 MSRD Stream Plan,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
